period,periodYear,periodQuarter,periodOrder,sourceObject,sourceGrain,ageGroup,unitJoinKey,unitCode,unitZipCode,unitName,coordinatingCouncil,stakeOrDistrict,state,city,snapshotDate,members,participating,males,females,notParticipating,participatingMales,participatingFemales,sourceParticipationRate,lowParticipationFlag,unitPriorityIndex,cityPriorityIndex,isolationVsPerformance,stakeDistanceTier,councilDistanceTier,milesToCouncilCentroid,cityLatitude,cityLongitude
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,16.0,6.0,8.0,8.0,10.0,4.0,2.0,0.375,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,25.0,7.0,14.0,11.0,18.0,5.0,2.0,0.28,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,56.0,14.0,27.0,29.0,42.0,3.0,11.0,0.25,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,41.0,6.0,22.0,19.0,35.0,1.0,5.0,0.14634146341463414,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,18.0,3.0,11.0,7.0,15.0,1.0,2.0,0.16666666666666666,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,20.0,3.0,7.0,13.0,17.0,1.0,2.0,0.15,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,new york new york stake|manhattan 1st ward,48313,10024,Manhattan 1st Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,21.0,5.0,11.0,10.0,16.0,3.0,2.0,0.23809523809523808,0,0.02715169224091513,0.48803378529056707,Low isolation / High participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,81.0,48.0,49.0,32.0,33.0,28.0,20.0,0.5925925925925926,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,38.0,7.0,26.0,12.0,31.0,4.0,3.0,0.18421052631578946,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,75.0,5.0,28.0,47.0,70.0,1.0,4.0,0.06666666666666667,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,144.0,17.0,88.0,56.0,127.0,10.0,7.0,0.11805555555555555,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,76.0,13.0,34.0,42.0,63.0,5.0,8.0,0.17105263157894737,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,82.0,13.0,46.0,36.0,69.0,3.0,10.0,0.15853658536585366,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,32.0,6.0,8.0,24.0,26.0,2.0,4.0,0.1875,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,new york new york stake|manhattan 2nd ward,46353,10128,Manhattan 2nd Ward,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,40.0,6.0,11.0,29.0,34.0,0.0,6.0,0.15,1,0.24764723641274572,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york stake|manhattan visitor branch,2272733,10128,Manhattan Visitor Branch,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.5271516922409152,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york stake|manhattan visitor branch,2272733,10128,Manhattan Visitor Branch,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.5271516922409152,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york stake|manhattan visitor branch,2272733,10128,Manhattan Visitor Branch,New York New York,New York New York Stake,New York,Manhattan,2026 Q1,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1,0.5271516922409152,0.48803378529056707,Low isolation / Low participation,<20 mi,<20 mi,14.172019320147829,40.7896239,-73.9598939
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,113.0,102.0,43.0,70.0,11.0,42.0,60.0,0.9026548672566371,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,15.0,4.0,10.0,5.0,11.0,4.0,0.0,0.26666666666666666,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,30.0,3.0,13.0,17.0,27.0,0.0,3.0,0.1,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,59.0,12.0,28.0,31.0,47.0,6.0,6.0,0.2033898305084746,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,37.0,9.0,21.0,16.0,28.0,5.0,4.0,0.24324324324324326,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,21.0,6.0,8.0,13.0,15.0,2.0,4.0,0.2857142857142857,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,17.0,7.0,10.0,7.0,10.0,4.0,3.0,0.4117647058823529,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,new york new york stake|riverside park ward,479225,10024,Riverside Park Ward,New York New York,New York New York Stake,New York,Riverside Park,2026 Q1,16.0,4.0,4.0,12.0,12.0,0.0,4.0,0.25,0,0.025704398871980096,0.2610249663511454,Low isolation / High participation,<20 mi,<20 mi,13.416594228979449,40.8068797,-73.9686596
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,60.0,42.0,28.0,32.0,18.0,21.0,21.0,0.7,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,18.0,3.0,6.0,12.0,15.0,1.0,2.0,0.16666666666666666,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,43.0,4.0,26.0,17.0,39.0,2.0,2.0,0.09302325581395349,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,66.0,9.0,38.0,28.0,57.0,3.0,6.0,0.13636363636363635,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,58.0,7.0,32.0,26.0,51.0,5.0,2.0,0.1206896551724138,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,53.0,13.0,24.0,29.0,40.0,5.0,8.0,0.24528301886792453,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,24.0,5.0,14.0,10.0,19.0,2.0,3.0,0.20833333333333334,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,new york new york stake|union square 1st ward,372781,10011,Union Square 1st Ward,New York New York,New York New York Stake,New York,Union Square,2026 Q1,13.0,2.0,7.0,6.0,11.0,1.0,1.0,0.15384615384615385,1,0.1845355729955195,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,14.0,2.0,6.0,8.0,12.0,1.0,1.0,0.14285714285714285,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,9.0,1.0,4.0,5.0,8.0,1.0,0.0,0.1111111111111111,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,36.0,4.0,21.0,15.0,32.0,4.0,0.0,0.1111111111111111,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,57.0,11.0,37.0,20.0,46.0,7.0,4.0,0.19298245614035087,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,48.0,3.0,24.0,24.0,45.0,1.0,2.0,0.0625,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,52.0,4.0,24.0,28.0,48.0,2.0,2.0,0.07692307692307693,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,13.0,1.0,6.0,7.0,12.0,0.0,1.0,0.07692307692307693,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,new york new york stake|union square 2nd branch (sign language),233404,10011,Union Square 2nd Branch (Sign Language),New York New York,New York New York Stake,New York,Union Square,2026 Q1,6.0,1.0,3.0,3.0,5.0,0.0,1.0,0.16666666666666666,1,0.3762022987028578,0.4576164167903083,Low isolation / Low participation,<20 mi,<20 mi,18.17139823015238,40.7360717,-73.9901888
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york ysa stake|bronx ysa branch,2242117,10458,Bronx YSA Branch,New York New York,New York New York YSA Stake,New York,Bronx,2026 Q1,53.0,16.0,36.0,17.0,37.0,13.0,3.0,0.3018867924528302,1,0.2801479735467094,0.4121569177447094,Low isolation / Low participation,20–40 mi,<20 mi,8.772352428118316,40.8466508,-73.8785937
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|bronx ysa branch,2242117,10458,Bronx YSA Branch,New York New York,New York New York YSA Stake,New York,Bronx,2026 Q1,154.0,20.0,91.0,63.0,134.0,16.0,4.0,0.12987012987012986,1,0.2801479735467094,0.4121569177447094,Low isolation / Low participation,20–40 mi,<20 mi,8.772352428118316,40.8466508,-73.8785937
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york ysa stake|bronx ysa branch,2242117,10458,Bronx YSA Branch,New York New York,New York New York YSA Stake,New York,Bronx,2026 Q1,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1,0.2801479735467094,0.4121569177447094,Low isolation / Low participation,20–40 mi,<20 mi,8.772352428118316,40.8466508,-73.8785937
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york ysa stake|bronx ysa branch,2242117,10458,Bronx YSA Branch,New York New York,New York New York YSA Stake,New York,Bronx,2026 Q1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.2801479735467094,0.4121569177447094,Low isolation / Low participation,20–40 mi,<20 mi,8.772352428118316,40.8466508,-73.8785937
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york ysa stake|brooklyn ysa ward,1177761,11231,Brooklyn YSA Ward,New York New York,New York New York YSA Stake,New York,Brooklyn,2026 Q1,93.0,28.0,46.0,47.0,65.0,15.0,13.0,0.3010752688172043,1,0.2539523178986062,0.6551702221286602,Low isolation / Low participation,40–75 mi,20–40 mi,21.603632403784523,40.682495,-73.995621
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|brooklyn ysa ward,1177761,11231,Brooklyn YSA Ward,New York New York,New York New York YSA Stake,New York,Brooklyn,2026 Q1,247.0,43.0,128.0,119.0,204.0,26.0,17.0,0.17408906882591094,1,0.2539523178986062,0.6551702221286602,Low isolation / Low participation,40–75 mi,20–40 mi,21.603632403784523,40.682495,-73.995621
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york ysa stake|brooklyn ysa ward,1177761,11231,Brooklyn YSA Ward,New York New York,New York New York YSA Stake,New York,Brooklyn,2026 Q1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.2539523178986062,0.6551702221286602,Low isolation / Low participation,40–75 mi,20–40 mi,21.603632403784523,40.682495,-73.995621
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york ysa stake|hudson river ysa ward,253170,10027,Hudson River YSA Ward,New York New York,New York New York YSA Stake,New York,Hudson River,2026 Q1,42.0,25.0,16.0,26.0,17.0,10.0,15.0,0.5952380952380952,0,0.21786011028799387,0.16049969292213162,Low isolation / High participation,=75 mi,=75 mi,113.71363761402606,42.6112398,-73.7607546
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|hudson river ysa ward,253170,10027,Hudson River YSA Ward,New York New York,New York New York YSA Stake,New York,Hudson River,2026 Q1,211.0,103.0,91.0,120.0,108.0,39.0,64.0,0.4881516587677725,0,0.21786011028799387,0.16049969292213162,Low isolation / High participation,=75 mi,=75 mi,113.71363761402606,42.6112398,-73.7607546
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york ysa stake|hudson river ysa ward,253170,10027,Hudson River YSA Ward,New York New York,New York New York YSA Stake,New York,Hudson River,2026 Q1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.3333333333333333,0,0.21786011028799387,0.16049969292213162,Low isolation / High participation,=75 mi,=75 mi,113.71363761402606,42.6112398,-73.7607546
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|new york city sa ward,2023970,10011,New York City SA Ward,New York New York,New York New York YSA Stake,New York,New York,2026 Q1,30.0,10.0,12.0,18.0,20.0,5.0,5.0,0.3333333333333333,0,0.03828663675650548,0.27922595171440606,Low isolation / High participation,20–40 mi,<20 mi,19.98398298721987,40.7127281,-74.0060152
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york ysa stake|new york city sa ward,2023970,10011,New York City SA Ward,New York New York,New York New York YSA Stake,New York,New York,2026 Q1,88.0,47.0,54.0,34.0,41.0,29.0,18.0,0.5340909090909091,0,0.03828663675650548,0.27922595171440606,Low isolation / High participation,20–40 mi,<20 mi,19.98398298721987,40.7127281,-74.0060152
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,new york new york ysa stake|new york city sa ward,2023970,10011,New York City SA Ward,New York New York,New York New York YSA Stake,New York,New York,2026 Q1,17.0,12.0,7.0,10.0,5.0,4.0,8.0,0.7058823529411765,0,0.03828663675650548,0.27922595171440606,Low isolation / High participation,20–40 mi,<20 mi,19.98398298721987,40.7127281,-74.0060152
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york ysa stake|newark ysa ward,2047551,7102,Newark YSA Ward,New York New York,New York New York YSA Stake,New York,Newark,2026 Q1,22.0,15.0,10.0,12.0,7.0,7.0,8.0,0.6818181818181818,0,0.2584308718939451,0.1258248449342686,High isolation / High participation,=75 mi,=75 mi,134.88983584914843,39.6828358,-75.7515682
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|newark ysa ward,2047551,7102,Newark YSA Ward,New York New York,New York New York YSA Stake,New York,Newark,2026 Q1,42.0,25.0,25.0,17.0,17.0,14.0,11.0,0.5952380952380952,0,0.2584308718939451,0.1258248449342686,High isolation / High participation,=75 mi,=75 mi,134.88983584914843,39.6828358,-75.7515682
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york ysa stake|newark ysa ward,2047551,7102,Newark YSA Ward,New York New York,New York New York YSA Stake,New York,Newark,2026 Q1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.2584308718939451,0.1258248449342686,High isolation / High participation,=75 mi,=75 mi,134.88983584914843,39.6828358,-75.7515682
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york ysa stake|plainview ysa branch,253480,11803,Plainview YSA Branch,New York New York,New York New York YSA Stake,New York,Plainview,2026 Q1,36.0,9.0,23.0,13.0,27.0,3.0,6.0,0.25,1,0.25675487021313065,0.4609626079736799,Low isolation / Low participation,40–75 mi,20–40 mi,22.119193633756517,40.7834607,-73.4738844
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|plainview ysa branch,253480,11803,Plainview YSA Branch,New York New York,New York New York YSA Stake,New York,Plainview,2026 Q1,80.0,15.0,42.0,38.0,65.0,10.0,5.0,0.1875,1,0.25675487021313065,0.4609626079736799,Low isolation / Low participation,40–75 mi,20–40 mi,22.119193633756517,40.7834607,-73.4738844
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,new york new york ysa stake|princeton ysa branch,1796178,8540,Princeton YSA Branch,New York New York,New York New York YSA Stake,New York,Princeton,2026 Q1,82.0,37.0,42.0,40.0,45.0,22.0,15.0,0.45121951219512196,0,0.23999130429688453,0.27688910162603003,Low isolation / Low participation,40–75 mi,40–75 mi,61.18559190802301,40.3496953,-74.6597376
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,new york new york ysa stake|princeton ysa branch,1796178,8540,Princeton YSA Branch,New York New York,New York New York YSA Stake,New York,Princeton,2026 Q1,89.0,10.0,48.0,41.0,79.0,4.0,6.0,0.11235955056179775,0,0.23999130429688453,0.27688910162603003,Low isolation / Low participation,40–75 mi,40–75 mi,61.18559190802301,40.3496953,-74.6597376
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,new york new york ysa stake|princeton ysa branch,1796178,8540,Princeton YSA Branch,New York New York,New York New York YSA Stake,New York,Princeton,2026 Q1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.23999130429688453,0.27688910162603003,Low isolation / Low participation,40–75 mi,40–75 mi,61.18559190802301,40.3496953,-74.6597376
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,new york new york ysa stake|queens ysa ward,1926039,11377,Queens YSA Ward,New York New York,New York New York YSA Stake,New York,Queens,2026 Q1,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1,0.37166337427230967,0.4604316549729385,Low isolation / Low participation,40–75 mi,<20 mi,17.455169485491126,40.7135078,-73.8283132
