period,periodYear,periodQuarter,periodOrder,sourceObject,sourceGrain,ageGroup,unitJoinKey,unitCode,unitZipCode,unitName,coordinatingCouncil,stakeOrDistrict,state,city,snapshotDate,members,participating,males,females,notParticipating,participatingMales,participatingFemales,sourceParticipationRate,lowParticipationFlag,unitPriorityIndex,cityPriorityIndex,isolationVsPerformance,stakeDistanceTier,councilDistanceTier,milesToCouncilCentroid,cityLatitude,cityLongitude
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,soldier hill new jersey stake|soldier hill ward,47198,7630,Soldier Hill Ward,New Jersey Morristown,Soldier Hill New Jersey Stake,New Jersey,Soldier Hill,2026 Q1,16.0,2.0,9.0,7.0,14.0,1.0,1.0,0.125,0,0.1476546694055995,0.28733358136513326,Low isolation / Low participation,20–40 mi,20–40 mi,29.21614433341245,40.9673279,-74.0561368
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,soldier hill new jersey stake|soldier hill ward,47198,7630,Soldier Hill Ward,New Jersey Morristown,Soldier Hill New Jersey Stake,New Jersey,Soldier Hill,2026 Q1,18.0,1.0,4.0,14.0,17.0,0.0,1.0,0.05555555555555555,0,0.1476546694055995,0.28733358136513326,Low isolation / Low participation,20–40 mi,20–40 mi,29.21614433341245,40.9673279,-74.0561368
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,soldier hill new jersey stake|soldier hill ward,47198,7630,Soldier Hill Ward,New Jersey Morristown,Soldier Hill New Jersey Stake,New Jersey,Soldier Hill,2026 Q1,14.0,1.0,5.0,9.0,13.0,0.0,1.0,0.07142857142857142,0,0.1476546694055995,0.28733358136513326,Low isolation / Low participation,20–40 mi,20–40 mi,29.21614433341245,40.9673279,-74.0561368
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,soldier hill new jersey stake|soldier hill ward,47198,7630,Soldier Hill Ward,New Jersey Morristown,Soldier Hill New Jersey Stake,New Jersey,Soldier Hill,2026 Q1,13.0,3.0,4.0,9.0,10.0,0.0,3.0,0.23076923076923078,0,0.1476546694055995,0.28733358136513326,Low isolation / Low participation,20–40 mi,20–40 mi,29.21614433341245,40.9673279,-74.0561368
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,soldier hill new jersey stake|soldier hill ward,47198,7630,Soldier Hill Ward,New Jersey Morristown,Soldier Hill New Jersey Stake,New Jersey,Soldier Hill,2026 Q1,10.0,2.0,8.0,2.0,8.0,1.0,1.0,0.2,0,0.1476546694055995,0.28733358136513326,Low isolation / Low participation,20–40 mi,20–40 mi,29.21614433341245,40.9673279,-74.0561368
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,74.0,43.0,37.0,37.0,31.0,19.0,24.0,0.581081081081081,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,73.0,19.0,45.0,28.0,54.0,8.0,11.0,0.2602739726027397,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,57.0,14.0,33.0,24.0,43.0,7.0,7.0,0.24561403508771928,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,51.0,6.0,32.0,19.0,45.0,2.0,4.0,0.11764705882352941,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,24.0,8.0,16.0,8.0,16.0,4.0,4.0,0.3333333333333333,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,17.0,5.0,6.0,11.0,12.0,1.0,4.0,0.29411764705882354,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,5.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,brooklyn new york stake|brooklyn 1st ward (spanish),213624,11214,Brooklyn 1st Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,3.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0.09840490940185272,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,58.0,28.0,26.0,32.0,30.0,10.0,18.0,0.4827586206896552,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,63.0,6.0,38.0,25.0,57.0,6.0,0.0,0.09523809523809523,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,71.0,13.0,49.0,22.0,58.0,9.0,4.0,0.18309859154929578,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,84.0,13.0,49.0,35.0,71.0,9.0,4.0,0.15476190476190477,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,50.0,6.0,22.0,28.0,44.0,1.0,5.0,0.12,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,35.0,11.0,14.0,21.0,24.0,0.0,11.0,0.3142857142857143,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,22.0,6.0,8.0,14.0,16.0,3.0,3.0,0.2727272727272727,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,brooklyn new york stake|brooklyn 2nd ward (spanish),213683,11207,Brooklyn 2nd Ward (Spanish),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,19.0,3.0,6.0,13.0,16.0,0.0,3.0,0.15789473684210525,1,0.24810464098027524,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,38.0,27.0,24.0,14.0,11.0,17.0,10.0,0.7105263157894737,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,29.0,4.0,14.0,15.0,25.0,2.0,2.0,0.13793103448275862,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,48.0,5.0,33.0,15.0,43.0,3.0,2.0,0.10416666666666667,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,96.0,9.0,63.0,33.0,87.0,6.0,3.0,0.09375,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,68.0,10.0,37.0,31.0,58.0,5.0,5.0,0.14705882352941177,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,40.0,9.0,23.0,17.0,31.0,6.0,3.0,0.225,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,27.0,2.0,11.0,16.0,25.0,1.0,1.0,0.07407407407407407,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,brooklyn new york stake|brooklyn 3rd ward,213632,11220,Brooklyn 3rd Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,8.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,1,0.2860543772486683,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,57.0,27.0,26.0,31.0,30.0,14.0,13.0,0.47368421052631576,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,47.0,10.0,28.0,19.0,37.0,7.0,3.0,0.2127659574468085,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,68.0,11.0,36.0,32.0,57.0,11.0,0.0,0.16176470588235295,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,106.0,11.0,61.0,45.0,95.0,5.0,6.0,0.10377358490566038,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,64.0,9.0,33.0,31.0,55.0,5.0,4.0,0.140625,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,44.0,11.0,17.0,27.0,33.0,1.0,10.0,0.25,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,29.0,5.0,9.0,20.0,24.0,1.0,4.0,0.1724137931034483,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,brooklyn new york stake|brooklyn 4th ward,44180,11230,Brooklyn 4th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,18.0,3.0,6.0,12.0,15.0,1.0,2.0,0.16666666666666666,1,0.2660603146643274,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,65.0,12.0,27.0,38.0,53.0,4.0,8.0,0.18461538461538463,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,92.0,10.0,49.0,43.0,82.0,2.0,8.0,0.10869565217391304,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,128.0,4.0,79.0,49.0,124.0,0.0,4.0,0.03125,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,292.0,14.0,154.0,138.0,278.0,6.0,8.0,0.04794520547945205,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,150.0,7.0,74.0,76.0,143.0,4.0,3.0,0.04666666666666667,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,97.0,13.0,40.0,57.0,84.0,5.0,8.0,0.13402061855670103,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,53.0,11.0,22.0,31.0,42.0,5.0,6.0,0.20754716981132076,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,brooklyn new york stake|brooklyn 5th ward,213675,11207,Brooklyn 5th Ward,New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,31.0,4.0,8.0,23.0,27.0,0.0,4.0,0.12903225806451613,1,0.4294085803616762,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,17.0,5.0,10.0,7.0,12.0,2.0,3.0,0.29411764705882354,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,16.0,2.0,8.0,8.0,14.0,1.0,1.0,0.125,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,26.0,8.0,15.0,11.0,18.0,4.0,4.0,0.3076923076923077,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,40.0,5.0,27.0,13.0,35.0,4.0,1.0,0.125,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,27.0,9.0,13.0,14.0,18.0,4.0,5.0,0.3333333333333333,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,15.0,3.0,6.0,9.0,12.0,1.0,2.0,0.2,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,66-75,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,7.0,1.0,2.0,5.0,6.0,0.0,1.0,0.14285714285714285,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,76+,brooklyn new york stake|brooklyn 6th branch (haitian-creole),2226960,11230,Brooklyn 6th Branch (Haitian-Creole),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.3333333333333333,1,0.23259432643138234,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,0-17,brooklyn new york stake|brooklyn 8th ward (mandarin),147044,11220,Brooklyn 8th Ward (Mandarin),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,88.0,42.0,46.0,42.0,46.0,26.0,16.0,0.4772727272727273,1,0.21031458918497734,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,18-25,brooklyn new york stake|brooklyn 8th ward (mandarin),147044,11220,Brooklyn 8th Ward (Mandarin),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,88.0,19.0,60.0,28.0,69.0,10.0,9.0,0.2159090909090909,1,0.21031458918497734,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,26-35,brooklyn new york stake|brooklyn 8th ward (mandarin),147044,11220,Brooklyn 8th Ward (Mandarin),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,90.0,15.0,67.0,23.0,75.0,12.0,3.0,0.16666666666666666,1,0.21031458918497734,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,36-45,brooklyn new york stake|brooklyn 8th ward (mandarin),147044,11220,Brooklyn 8th Ward (Mandarin),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,102.0,15.0,74.0,28.0,87.0,10.0,5.0,0.14705882352941177,1,0.21031458918497734,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,46-55,brooklyn new york stake|brooklyn 8th ward (mandarin),147044,11220,Brooklyn 8th Ward (Mandarin),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,51.0,4.0,35.0,16.0,47.0,1.0,3.0,0.0784313725490196,1,0.21031458918497734,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
2026 Q1,2026,1,2,masc.[mid-atlantic-singles-council-2026-q1_cleaned],age_group,56-65,brooklyn new york stake|brooklyn 8th ward (mandarin),147044,11220,Brooklyn 8th Ward (Mandarin),New York New York,Brooklyn New York Stake,New York,Brooklyn,2026 Q1,20.0,5.0,10.0,10.0,15.0,3.0,2.0,0.25,1,0.21031458918497734,0.6551702221286602,Low isolation / Low participation,<20 mi,20–40 mi,22.672462937753416,40.6526006,-73.9497211
