coordinatingCouncil,stakeOrDistrict,state,city,unitName,members,participating,participationRate,date
Washington DC North,Washington DC Stake,Washington DC,Kensington,Kensington Ward,93,17,0.1827956989247312,2025-07-01
Washington DC North,Washington DC Stake,Washington DC,Mount Pleasant,Mount Pleasant Ward (Spanish),98,16,0.16326530612244897,2025-07-01
Washington DC North,Washington DC Stake,Virginia,Arlington,Potomac Ward,102,28,0.27450980392156865,2025-07-01
Washington DC North,Washington DC Stake,Maryland,Rockville,Rockville Ward,176,15,0.08522727272727272,2025-07-01
Washington DC North,Washington DC Stake,Washington DC,Washington DC,Washington DC 1st Ward (Spanish),63,28,0.4444444444444444,2025-07-01
Washington DC North,Washington DC Stake,Washington DC,Washington DC,Washington DC 3rd Ward,257,51,0.19844357976653695,2025-07-01
Washington DC North,Washington DC Stake,Washington DC,Washington DC,Washington DC Branch (Sign Language),36,13,0.3611111111111111,2025-07-01
Washington DC North,Washington DC YSA North Stake,Washington DC,Annapolis,Annapolis YSA Branch,2,1,0.5,2025-07-01
Washington DC North,Washington DC YSA North Stake,Washington DC,Eastern Market,Eastern Market YSA Ward,1,1,1.0,2025-07-01
Washington DC North,Washington DC YSA North Stake,Washington DC,Strathmore,Strathmore YSA Ward,2,2,1.0,2025-07-01
Washington DC North,Washington DC YSA North Stake,Washington DC,Suiland,Suitland YSA Ward,27,0,0.0,2025-07-01
Washington DC North,Washington DC YSA North Stake,Washington DC,University Park,University Park YSA Branch,2,2,1.0,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Annandale,Annandale Ward,158,26,0.16455696202531644,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Burke,Burke Ward,40,14,0.35,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Fairfax,Fairfax Ward,49,15,0.30612244897959184,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Lincolnia,Lincolnia Ward,131,28,0.21374045801526717,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Annandale,Little River Ward (Spanish),149,36,0.24161073825503357,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Rolling Valley,Rolling Valley Ward,44,11,0.25,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Springfield,Springfield Ward,64,10,0.15625,2025-07-01
Washington DC South,Annandale Virginia Stake,Virginia,Wakefield,Wakefield Ward,96,16,0.16666666666666666,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Algonkian,Algonkian Ward,69,20,0.2898550724637681,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Ashburn,Ashburn Ward,105,22,0.20952380952380953,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Brambleton,Brambleton Ward,67,12,0.1791044776119403,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Boroadlands,Broadlands Ward,41,5,0.12195121951219512,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Loudoun,Loudoun Branch (Spanish),51,19,0.37254901960784315,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Sterling Park,Sterling Park Ward,57,11,0.19298245614035087,2025-07-01
Washington DC South,Brambleton Virginia Stake,Virginia,Tall Cedars,Tall Cedars Ward,56,14,0.25,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Centreville,Centreville 1st Ward,40,10,0.25,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Centreville,Centreville 2nd Ward,38,15,0.39473684210526316,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Chantilly,Chantilly Ward,65,13,0.2,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Clifton,Clifton Ward,59,20,0.3389830508474576,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Cub Run,Cub Run Branch (Spanish),40,15,0.375,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Fair Oaks,Fair Oaks Ward,52,16,0.3076923076923077,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Manassas,Manassas 1st Ward,99,23,0.23232323232323232,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Manassas,Manassas 2nd Ward,101,25,0.24752475247524752,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Sudley,Sudley Ward (Spanish),56,9,0.16071428571428573,2025-07-01
Washington DC South,Centreville Virginia Stake,Virginia,Twin Lakes,Twin Lakes Branch (Chinese),17,11,0.6470588235294118,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Auburn,Auburn Ward,51,11,0.21568627450980393,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Gainesville,Gainesville Ward,39,13,0.3333333333333333,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Haymarket,Haymarket Ward,36,5,0.1388888888888889,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Opal,Opal Ward,58,17,0.29310344827586204,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,South Riding,South Riding Ward,,,,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Vint Hill,Vint Hill Ward,42,7,0.16666666666666666,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Warrenton,Warrenton Ward,71,23,0.323943661971831,2025-07-01
Washington DC South,Gainesville Virginia Stake,Virginia,Wellington,Wellington Ward,,,,2025-07-01
Washington DC South,Leesburg Virginia Stake,Virginia,Belmont Ridge,Belmont Ridge Ward,37,6,0.16216216216216217,2025-07-01
Washington DC South,Leesburg Virginia Stake,Virginia,Goose Creek,Goose Creek Ward,63,14,0.2222222222222222,2025-07-01
Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,Leesburg Ward,27,10,0.37037037037037035,2025-07-01
Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,Potomac Crossing Ward,55,8,0.14545454545454545,2025-07-01
Washington DC South,Leesburg Virginia Stake,Virginia,Short Hill,Short Hill Ward,62,13,0.20967741935483872,2025-07-01
Washington DC South,Leesburg Virginia Stake,Virginia,Leesburg,Telegraph Springs Ward,64,9,0.140625,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Arlington,Arlington 1st Ward,142,26,0.18309859154929578,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Arlington,Arlington 2nd Ward,102,26,0.2549019607843137,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Bella Vista,Bella Vista Ward (Spanish),100,24,0.24,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Falls Church,Falls Church 1st Ward,75,21,0.28,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Falls Church,Falls Church 2nd Branch (Persian),6,2,0.3333333333333333,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Great Falls,Great Falls Ward,50,12,0.24,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Idylwood,Idylwood Ward,79,26,0.3291139240506329,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,McLean,McLean Ward,38,14,0.3684210526315789,2025-07-01
Washington DC South,McLean Virginia Stake,Virginia,Tysons,Tysons Ward,46,10,0.21739130434782608,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Alexandria,Alexandria  1st Ward,121,43,0.35537190082644626,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Alexandria,Alexandria  2nd Ward,102,33,0.3235294117647059,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Arlington,Arlington Ridge Ward,135,53,0.3925925925925926,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Fort Belvoir,Fort Belvoir Ward,27,8,0.2962962962962963,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Franconia,Franconia Ward,,,,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Huntley Meadows,Huntley Meadows Ward,152,25,0.16447368421052633,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Kingstowne,Kingstowne Ward,102,28,0.27450980392156865,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Mount Vernon,Mount Vernon Ward,95,20,0.21052631578947367,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Alexandria,Old Town Ward (Spanish),65,28,0.4307692307692308,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Mount Vernon,Potomac SA 2nd Ward,,,,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Mount Vernon,Potomac SA Ward,139,97,0.697841726618705,2025-07-01
Washington DC South,Mount Vernon Virginia Stake,Virginia,Shirlington,Shirlington Ward,,,,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Oakton,Franklin Ward,89,14,0.15730337078651685,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Herndon,Herndon Ward,59,17,0.288135593220339,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Oak Marr,Oak Marr Ward,59,29,0.4915254237288136,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Oakton,Oakton Ward,48,14,0.2916666666666667,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Reston,Reston Ward,98,28,0.2857142857142857,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Spring Lake,Spring Lake Ward (Spanish),35,25,0.7142857142857143,2025-07-01
Washington DC South,Oakton Virginia Stake,Virginia,Vienna,Vienna Ward,33,6,0.18181818181818182,2025-07-01
Washington DC South,Washington DC YSA South Stake,Virginia,Manassas,Bull Run YSA Ward,1,1,1.0,2025-07-01
Washington DC South,Washington DC YSA South Stake,Virginia,Arlington,Pentagon City YSA Ward,1,1,1.0,2025-07-01
Washington DC South,Washington DC YSA South Stake,Virginia,Arlington,Potomac Yard YSA Ward,3,3,1.0,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Bristow,Bristow Ward,52,7,0.1346153846153846,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Dale City,Dale City Ward,52,10,0.19230769230769232,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Lake Ridge,Lake Ridge 1st Ward,47,13,0.2765957446808511,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Lake Ridge,Lake Ridge 2nd Ward,39,7,0.1794871794871795,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Occoquan,Occoquan River Ward (Spanish),59,9,0.15254237288135594,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Woodbridge,Potomac River Ward (Spanish),91,10,0.10989010989010989,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Prince William,Prince William Ward,44,6,0.13636363636363635,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Quantico,Quantico Ward,88,17,0.19318181818181818,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Woodbridge,Woodbridge 1st Ward,74,15,0.20270270270270271,2025-07-01
Washington DC South,Woodbridge Virginia Stake,Virginia,Woodbridge,Woodbridge 2nd Ward,66,15,0.22727272727272727,2025-07-01
